expected_file,agent_answer,gold,document_found,exact,substring,token_recall,jaccard,rouge1_f,overlap,bleu,bert_cos
documento_463_100.10.001.docx,"Principais pontos da proposta de lei (extrados do objeto selecionado)Objetivo geral: criar um regime jurdico que assegure a proteo dos dados pessoais dos cidados, alinhado com o Regulamento (UE) 2016/679 (RGPD).Transparncia: reforar a obrigao de informar titulares sobre tratamentos de dados e procedimentos aplicveis.Responsabilizao (accountability): impor deveres claros de responsabilidade aos responsveis pelo tratamento.Direitos dos titulares: consagrao e clarificao de direitos (ex.: acesso, retificao, eliminao, oposio e portabilidade).Obrigaes dos responsveis pelo tratamento: definir medidas organizacionais e tcnicas, limites e condies para o tratamento de dados.Documentos de suporte exigidos: incluso de relatrio de impacto, anlise comparativa com outras legislaes, parecer jurdico e minuta do texto final.Consulta pblica: perodo de consulta pblica previsto para recolher contributos de cidados e organizaes antes da tramitao final.Tramitao legislativa: submisso da proposta  Assembleia da Repblica (mencionada incluso na ordem de trabalhos e datas indicadas para apreciao).","A proposta de lei inclui os seguintes pontos principais: 1. Ampliação da definição e categorização dos dados pessoais, incluindo novas formas de tratamento que emergem na era digital. 2. Reforço dos direitos dos cidadãos relativamente ao acesso, retificação e apagamento de dados, bem como o direito à portabilidade. 3. Estabelecimento de obrigações mais rigorosas para entidades tratadoras de dados, incluindo a obrigatoriedade de notificação de incidentes de segurança. 4. Definição de um regime sancionatório claro e proporcional às infrações cometidas, alinhado com as diretrizes europeias.",False,False,False,0.3382352941176471,0.1509433962264151,0.26771653050282107,0.3018867924528302,0.26712240054185904,0.7574219107627869
documento_243_100.10.800.docx,"O prazo para a concluso da consulta pblica e a entrega da verso final do documento normativo  de seis meses a contar da data do despacho (15 de Outubro de 2023). Portanto, o prazo termina em 15 de Abril de 2024.","O prazo para a conclusão da consulta pública e entrega da versão final do documento normativo será de seis meses a contar da data do despacho, que é 15 de Outubro de 2023.",True,False,False,0.7777777777777778,0.5454545454545454,0.7058823479584776,0.75,0.7258227041293681,0.9078471064567566
documento_794_100.10.600.docx,Principais objetivos (extrados do regulamento encontrado)Estabelecer normas e procedimentos claros e uniformes para o funcionamento do servio (padronizao).Melhorar a eficincia e organizao dos servios prestados (aumentar eficincia operacional).Garantir a qualidade do atendimento ao pblico (padres de qualidade no atendimento).Assegurar transparncia e uniformidade nas prticas internas.Promover a formao dos colaboradores para correcta aplicao do regulamento.Publicitar e divulgar o regulamento internamente (circulares/afixao) para garantir a implementao e o cumprimento.,"Os principais objetivos do Regulamento Interno aprovado são: 1. Definir a estrutura organizacional do Departamento de Saúde Pública, detalhando as competências e atribuições de cada setor. 2. Estabelecer procedimentos administrativos que garantam a eficácia e eficiência na execução das atividades de saúde pública. 3. Regular as relações internas entre os colaboradores, promovendo um ambiente de trabalho harmonioso e produtivo.",False,False,False,0.22916666666666666,0.0898876404494382,0.13592232509755886,0.16666666666666666,0.1791044776119403,0.7351101636886597
documento_872_100.10.003.docx,"Artigo 5. da Lei n. 123/2022  Acrdo n. 456/2023, datado de 10 de outubro de 2023.","A norma declarada inconstitucional é a contida no artigo 5.º da Lei n.º 234/2021, de 12 de Julho. O Acórdão correspondente é o n.º 456/2023, datado de 10 de Outubro de 2023.",False,False,False,0.4230769230769231,0.32142857142857145,0.4499999956125001,0.6923076923076923,0.2529171158053666,0.6154325604438782
documento_580_100.1003.docx,o Acordo de Cooperao entre Portugal e a Repblica da Argentina foi assinado em 5 de Julho de 2023,O Acordo de Cooperação foi assinado em Buenos Aires no dia 1 de setembro de 2023.,False,False,False,0.5,0.24,0.3870967692403746,0.42857142857142855,0.42105263157894735,0.7659841179847717
documento_496_100.20.001.docx,"Conforme o excerto encontrado que descreve a interpretao do artigo 5. do Decreto?Lei n. 123/2022, os trabalhadores que optem pelo teletrabalho tm a obrigao de informar a entidade empregadora sobre a sua inteno de optar pelo teletrabalho. Em particular:Devem comunicar  entidade empregadora a inteno de adotar o regime de teletrabalho.A entidade empregadora pode pedir justificaes adequadas para essa opo, de modo a garantir a continuidade do servio pblico.A comunicao no deve prejudicar os direitos dos trabalhadores; ou seja, a obrigao  de informar e justificar quando solicitado, respeitando os direitos laborais.","De acordo com o artigo 5.º do Decreto-Lei n.º 123/2022, os trabalhadores devem informar a entidade empregadora sobre a intenção de optar pelo teletrabalho. A interpretação deste artigo considera a necessidade de garantir a continuidade do serviço público, permitindo que a entidade empregadora solicite a apresentação de justificativas adequadas para a opção pelo teletrabalho, sem prejudicar os direitos dos trabalhadores.",True,False,False,0.6444444444444445,0.27586206896551724,0.47999999525688897,0.5333333333333333,0.39680370956925054,0.7977154850959778
documento_59_100.20.400.docx,"Responsabilidades do empregador, conforme o parecerRealizar avaliaes de risco peridicas e documentadas.Implementar aes corretivas quando os riscos identificados o exigirem.Designar um responsvel pela segurana do trabalho, assegurando que essa pessoa tenha formao adequada.Garantir formao contnua dos trabalhadores sobre prticas seguras e uso correto de Equipamentos de Proteo Individual (EPIs); a norma sugere reviso anual da formao.Submeter-se  fiscalizao das autoridades competentes e cumprir as diretrizes da norma sob pena de sanes (advertncias a multas, conforme gravidade","Segundo a Norma Técnica nº 123/2023, o empregador é responsável por garantir as condições de segurança no ambiente de trabalho, devendo implementar medidas corretivas sempre que se identifiquem irregularidades.",False,False,False,0.41379310344827586,0.0963855421686747,0.1489361660298779,0.2857142857142857,0.12000000000000001,0.7336633801460266
documento_149_100.20.001.docx,"Direito previsto (sntese)O Artigo 15. consagra o direito de confirmao: os titulares de dados tm o direito de obter do responsvel pelo tratamento a confirmao de que os seus dados pessoais so ou no objeto de tratamento. Este direito deve ser exercido gratuitamente e ser satisfeito sem demora injustificada.Como deve ser interpretado segundo o parecer tcnico-jurdicoDeve ser interpretado de forma ampla,  luz do princpio da transparncia do regime de proteo de dados.O responsvel pelo tratamento tem o dever de assegurar que o titular possa exercer o direito de forma acessvel e compreensvel.Recomenda-se a adoo de mecanismos prticos para facilitar o exerccio do direito (por exemplo, formulrios online e servios de atendimento ao pblico).Deve garantir-se a resposta sem demora injustificada e sem custos para o titular. recomendada formao/sensibilizao do pessoal que lida com pedidos, para assegurar esclarecimento adequado e acompanhamento do titular.O parecer considera este entendimento vinculativo para a entidade requerente e recomenda ampla divulgao das diretrizes.","O direito previsto no Artigo 15.º da Lei n.º 123/2023 é o direito de confirmação, que garante aos titulares de dados o direito de obter do responsável pelo tratamento a confirmação de que os seus dados pessoais são ou não objeto de tratamento. Segundo o parecer técnico-jurídico, este direito deve ser interpretado de forma ampla, assegurando que os titulares tenham acesso à informação sobre o tratamento dos seus dados pessoais.",True,False,False,0.58,0.3448275862068966,0.5128205082182776,0.7142857142857143,0.32125696099207557,0.8607394695281982
documento_120_100.10.01.02.docx,Foram recebidas 50 candidaturas vlidas para os cursos de Mestrado em Gesto no processo de seleo para o 2. ciclo de estudos do ano letivo 2023/2024.,Foram recebidas 50 candidaturas válidas para os cursos de Mestrado em Gestão.,True,False,False,0.8333333333333334,0.4,0.571428566922449,0.8333333333333334,0.38461538461538464,0.7105283141136169
documento_441_100.10.01.docx,"rincipais sugestes recebidas (sntese direta):Reforar a fiscalizao das normas previstas no projeto de lei. Vrios contributos pediram mecanismos de fiscalizao mais eficazes para garantir cumprimento das medidas de igualdade.Implementar aes de sensibilizao e formao dirigidas s empresas. Foi destacada a necessidade de campanhas e programas para consciencializar empregadores e trabalhadores sobre igualdade de gnero.Introduzir incentivos para empresas que adotem polticas de igualdade. A proposta original e os contributos apontam para regimes de incentivos (por exemplo fiscais) para estimular boas prticas.Realizar auditorias anuais sobre prticas de recrutamento e promoo. Sugeriu-se obrigatoriedade de auditorias regulares para monitorizar progresso na carreira e processos de seleo.Geral (incorporao no texto final): os contributos foram analisados e muitos foram incorporados na verso final do documento, com nota de que 150 contributos foram recebidos durante a consulta pblica (131 Outubro de 2023).",As principais sugestões recebidas destacam a importância de uma maior fiscalização das normas a serem implementadas e a necessidade de sensibilização das empresas sobre a temática da igualdade de género.,True,False,False,0.4166666666666667,0.18421052631578946,0.31111110613333337,0.35714285714285715,0.29474307110807346,0.7855209708213806
