expected_file,agent_answer,gold,document_found,exact,substring,token_recall,jaccard,rouge1_f,overlap,bleu,bert_cos
20260314_1700,"FINAL ANSWER: Mondays at 8:00 a.m. and Fridays at 8:00 a.m. — “Do you think you could send me some bread twice a week, like Mondays at 8am and Fridays at 8am?” (Source: C:\Users\Francisco Azeredo\OneDrive\Documents\tecnico\5 ano\tese\Código\MiniRAG\dataset\LiHua-World\data\LiHuaWorld\LiHua-World\week11\20260318_1500.txt)",Tuesday,False,False,False,0.0,0.0,0.0,0.0,0,0.40471309423446655
20260914_1000,"FINAL ANSWER: Jake recommends basic bodyweight strength exercises—specifically squats, lunges, and planks—and also suggests adding balance work like single-leg stands. 
Source: C:\Users\Francisco Azeredo\OneDrive\Documents\tecnico\5 ano\tese\Código\MiniRAG\dataset\LiHua-World\data\LiHuaWorld\LiHua-World\week37\20260914_1000.txt
Short quote: “You can try squats, lunges, and planks… And don’t forget to include some balance exercises like single-leg stands!”",squats & lunges & planks & balance exercises like single-leg stands,True,False,False,1.0,0.14285714285714285,0.275862064684899,0.4444444444444444,0.16666666666666669,0.7913631796836853
20260828_1000,"FINAL ANSWER: He says he prefers well-done because it’s safer and more flavorful—and he likes a little char on the burger. “well-done is just safer and more flavorful. Plus, I like a little char on my burger!” (Source: C:\Users\Francisco Azeredo\OneDrive\Documents\tecnico\5 ano\tese\Código\MiniRAG\dataset\LiHua-World\data\LiHuaWorld\LiHua-World\week34\20260828_1000.txt)",It is safer and more flavorful & he likes a little char on his burger,True,False,False,0.9285714285714286,0.36,0.5714285665306124,0.6,0.42857142857142855,0.7992209196090698
20260817_1215,FINAL ANSWER: Viper plans to do more trail runs to build stamina — “I’m all in for more trail runs too!” (C:\Users\Francisco Azeredo\OneDrive\Documents\tecnico\5 ano\tese\Código\MiniRAG\dataset\LiHua-World\data\LiHuaWorld\LiHua-World\week18\20260508_1730.txt),Viper plans to focus on cardio,False,False,False,0.5,0.13043478260869565,0.22222221876543213,0.5,0.12500000000000003,0.5598509907722473
20260421_1600,FINAL ANSWER: Saturday at 7 PM. Source: C:\Users\Francisco Azeredo\OneDrive\Documents\tecnico\5 ano\tese\Código\MiniRAG\dataset\LiHua-World\data\LiHuaWorld\LiHua-World\week16\20260421_1600.txt — “a karaoke activity I’m organizing this Saturday at 7 PM.”,Saturday at 7 PM,True,False,True,1.0,0.42857142857142855,0.7999999952000001,0.75,0.5,0.8085339665412903
20260301_1300,"FINAL ANSWER: March 1, 2026 at 13:00. “I heard from some neighbors that there might be some issues with the pipes in the basement.” Source: C:\Users\Francisco Azeredo\OneDrive\Documents\tecnico\5 ano\tese\Código\MiniRAG\dataset\LiHua-World\data\LiHuaWorld\LiHua-World\week8\20260301_1300.txt",20260301_13:00,True,False,False,0.5,0.0,0.0,0.0,0,0.4695025384426117
20261024_1100,FINAL ANSWER: A potluck. “Let’s plan to have some games and maybe a potluck? Everyone can bring a dish to share!” (Source: C:\Users\Francisco Azeredo\OneDrive\Documents\tecnico\5 ano\tese\Código\MiniRAG\dataset\LiHua-World\data\LiHuaWorld\LiHua-World\week42\20261024_1100.txt),a potluck,True,False,True,1.0,0.2,0.33333332888888895,0.5,0.25,0.8922587037086487
20260204_1500,"FINAL ANSWER: February 4, 2026 at 15:00. Source: C:\Users\Francisco Azeredo\OneDrive\Documents\tecnico\5 ano\tese\Código\MiniRAG\dataset\LiHua-World\data\LiHuaWorld\LiHua-World\week5\20260204_1500.txt — “So do you think we can change a training plan?” … “Absolutely, I can adjust the schedule for you!”",20260204,True,False,True,0.0,0.0,0.0,0.0,0,0.463840126991272
20261006_1000,"FINAL ANSWER: She admires how Rodri anchors City’s midfield, breaking up opposition plays and quickly transitioning the ball to launch attacks—“so good at breaking up opposition plays and quickly transitioning the ball” (source: C:\Users\Francisco Azeredo\OneDrive\Documents\tecnico\5 ano\tese\Código\MiniRAG\dataset\LiHua-World\data\LiHuaWorld\LiHua-World\week40\20261006_1000.txt).",His ability to break up opposition plays and transition the ball,True,False,False,0.6363636363636364,0.21875,0.3499999960125,0.6363636363636364,0.19444444444444445,0.4335844814777374
20260219_2000,"FINAL ANSWER: They’re allowed only if the decorations are reversible and don’t damage anything. “As long as it’s reversible and doesn’t damage anything, I’m okay with it.” Source: C:\Users\Francisco Azeredo\OneDrive\Documents\tecnico\5 ano\tese\Código\MiniRAG\dataset\LiHua-World\data\LiHuaWorld\LiHua-World\week7\20260219_2000.txt",must be reversible and not damage anything,True,False,False,0.5714285714285714,0.16666666666666666,0.3809523765079365,0.42857142857142855,0.21428571428571425,0.4781520664691925
20260814_1500,"FINAL ANSWER: He’s busy with the garden renovations—“I might sit this one out though, got a lot happening with the garden renovations right now.” (Source: C:\Users\Francisco Azeredo\OneDrive\Documents\tecnico\5 ano\tese\Código\MiniRAG\dataset\LiHua-World\data\LiHuaWorld\LiHua-World\week32\20260814_1500.txt)",Thrall has a lot happening with the garden renovations,True,False,False,0.7777777777777778,0.25925925925925924,0.388888885138889,0.7777777777777778,0.25,0.35039061307907104
20260818_1400,"FINAL ANSWER: The Crown. “For recommendations, I'd say check out The Crown... And if you're in the mood for something lighter, Ted Lasso is hilarious!” (Source: C:\Users\Francisco Azeredo\OneDrive\Documents\tecnico\5 ano\tese\Código\MiniRAG\dataset\LiHua-World\data\LiHuaWorld\LiHua-World\week33\20260818_1400.txt)",The Crown and Ted Lasso,True,False,False,1.0,0.16,0.4444444395061729,0.8,0.19470019576785122,0.5175097584724426
20261015_1500,FINAL ANSWER: LiHua is asking what kind of pizza is WolfgangSchulz’s favorite. “What kind of pizza is your favorite?” (source: C:\Users\Francisco Azeredo\OneDrive\Documents\tecnico\5 ano\tese\Código\MiniRAG\dataset\LiHua-World\data\LiHuaWorld\LiHua-World\week41\20261017_1700.txt),his favorite place for pizza,False,False,False,0.4,0.06666666666666667,0.2499999957031251,0.2,0.0909090909090909,0.5691770315170288
20260718_1800,FINAL ANSWER: An awesome guitar he found online. “Check out this awesome guitar I found online.” [C:\Users\Francisco Azeredo\OneDrive\Documents\tecnico\5 ano\tese\Código\MiniRAG\dataset\LiHua-World\data\LiHuaWorld\LiHua-World\week28\20260718_1800.txt],this awesome guitar Wolfgang found online,True,False,False,0.8333333333333334,0.3076923076923077,0.5714285665306124,0.6666666666666666,0.375,0.7238520383834839
20261006_1000,FINAL ANSWER: Jasper mentions Manchester City’s latest match against Chelsea in the Premier League. Source: C:\Users\Francisco Azeredo\OneDrive\Documents\tecnico\5 ano\tese\Código\MiniRAG\dataset\LiHua-World\data\LiHuaWorld\LiHua-World\week40\20261006_1000.txt — “I just finished watching Manchester City’s latest match against Chelsea in the Premier League.”,Against Chelsea in the Premier League,True,False,True,1.0,0.3333333333333333,0.49999999580000004,0.8333333333333334,0.3571428571428572,0.529949426651001
20260814_1500,"FINAL ANSWER: AdamSmith. 
Source: C:\Users\Francisco Azeredo\OneDrive\Documents\tecnico\5 ano\tese\Código\MiniRAG\dataset\LiHua-World\data\LiHuaWorld\LiHua-World\week32\20260814_1500.txt — “AdamSmith: By the way, if anyone needs help with setting up for the garage sale, just let me know! I’d be happy to lend a hand.”",AdamSmith,True,False,True,1.0,0.0,0.4999999962500001,0.0,0,0.8632124066352844
20261011_1100,FINAL ANSWER: Final Fantasy VII Remake. Source: C:\Users\Francisco Azeredo\OneDrive\Documents\tecnico\5 ano\tese\Código\MiniRAG\dataset\LiHua-World\data\LiHuaWorld\LiHua-World\week40\20261011_1100.txt — “Final Fantasy VII Remake also does a great job with its characters and plot twists.”,Final Fantasy VII Remake,True,False,True,1.0,0.5,0.7999999952000001,0.75,0.5,0.908537745475769
20260915_1200,"FINAL ANSWER: Lachlan appreciates Arya’s transformation “from the innocent girl in Winterfell to a fierce assassin,” and he finds “her list of names and the whole revenge theme” especially intriguing. Source: C:\Users\Francisco Azeredo\OneDrive\Documents\tecnico\5 ano\tese\Código\MiniRAG\dataset\LiHua-World\data\LiHuaWorld\LiHua-World\week37\20260915_1200.txt",Her transition from an innocent girl to a fierce assassin,True,False,False,0.8,0.15151515151515152,0.2631578908587258,0.5,0.16666666666666669,0.5510286688804626
20260521_2000,"FINAL ANSWER: “The Yellow Wind Rises” and “To the West.” 
Source: C:\Users\Francisco Azeredo\OneDrive\Documents\tecnico\5 ano\tese\Código\MiniRAG\dataset\LiHua-World\data\LiHuaWorld\LiHua-World\week20\20260521_2000.txt
Quote: “How about we try playing ‘The Yellow Wind Rises’ and ‘To the West’ this Sunday?”","The Yellow Wind Rises and ""To the West""",True,False,True,1.0,0.13793103448275862,0.22222221876543213,0.5714285714285714,0.16666666666666669,0.7971093654632568
20260922_1200,"FINAL ANSWER: Turn-based combat. ""I really enjoy turn-based combat! It gives you time to think and plan your moves without feeling rushed."" [Source: C:\Users\Francisco Azeredo\OneDrive\Documents\tecnico\5 ano\tese\Código\MiniRAG\dataset\LiHua-World\data\LiHuaWorld\LiHua-World\week38\20260922_1200.txt]",Turn-based combat,True,False,True,1.0,0.2,0.6666666622222223,0.5,0.25,0.9135925769805908
20260518_1000,"FINAL ANSWER: This Wednesday (May 20, 2026). Source: C:\Users\Francisco Azeredo\OneDrive\Documents\tecnico\5 ano\tese\Código\MiniRAG\dataset\LiHua-World\data\LiHuaWorld\LiHua-World\week20\20260518_1000.txt — “Just a reminder that construction starts this Wednesday…”",This Wednesday (20260520),True,False,False,0.6666666666666666,0.25,0.3999999958,0.6666666666666666,0.2857142857142857,0.7619180083274841
documento_112_100.10.01.02.docx,"FINAL ANSWER: 
- Escola Básica do 2º Ciclo de Exemplo A — 15.000,00€ para “atividades de enriquecimento curricular”.
- Escola Secundária de Exemplo B — 10.000,00€ para “projetos de apoio ao estudo e formação complementar”.

Prazo para formalização do contrato: até 30 de outubro de 2023; o não cumprimento implica “perda do direito ao financiamento”.

Fonte: C:\Users\Francisco Azeredo\Downloads\gerador_documentos_gpt_azure (1)\gerador_documentos_gpt_azure\documentos_gerados\documento_112_100.10.01.02.docx
Trechos:
- “Escola Básica do 2º Ciclo de Exemplo A: … 15.000,00€ … atividades de enriquecimento curricular.”
- “Escola Secundária de Exemplo B: … 10.000,00€ … apoio ao estudo e formação complementar.”
- “As instituições aprovadas deverão proceder à formalização do contrato de apoio … até ao dia 30 de Outubro de 2023. O não cumprimento deste prazo resultará na perda do direito ao financiamento.”","Foram aprovadas as candidaturas da Escola Básica do 2º Ciclo de Exemplo A (15.000,00€ para atividades de enriquecimento curricular) e da Escola Secundária de Exemplo B (10.000,00€ para projetos de apoio ao estudo e formação complementar). As instituições aprovadas devem formalizar o contrato de apoio até 30 de Outubro de 2023; o não cumprimento deste prazo implica a perda do direito ao financiamento.",True,False,False,0.8936170212765957,0.30303030303030304,0.44680850564056135,0.7777777777777778,0.45793931861957043,0.7465691566467285
documento_234_100.10002.docx,"FINAL ANSWER: Pela ordem indicada no Despacho do Documento Gerado #234:
1) Aprovar a convenção pelo Governo de Portugal.
2) Submeter a convenção à Assembleia da República para ratificação.
3) Comunicar oficialmente a ratificação ao Secretário-Geral das Nações Unidas, nos termos do artigo 87 da convenção.
4) Publicar a convenção em Diário da República.

Citação útil: “deverá ser efetuada a comunicação oficial da ratificação ao Secretário-Geral das Nações Unidas, conforme estipulado pelo artigo 87 da convenção.” Fonte: C:\Users\Francisco Azeredo\Downloads\gerador_documentos_gpt_azure (1)\gerador_documentos_gpt_azure\documentos_gerados\documento_234_100.10002.docx","Pela ordem: 1) Aprovação da convenção pelo Governo de Portugal; 2) Submissão à Assembleia da República para ratificação; 3) Comunicação oficial da ratificação ao Secretário-Geral das Nações Unidas, conforme o artigo 87 da convenção; 4) Publicação em Diário da República, com menção à data da ratificação e aos termos acordados.",True,False,False,0.7560975609756098,0.23636363636363636,0.3999999959388889,0.7,0.21392792249107528,0.7244674563407898
documento_688_100.1003.docx,"FINAL ANSWER: Etapas determinadas e órgãos envolvidos, conforme o despacho da Direção-Geral de Assuntos Políticos e Económicos de 10 de Outubro de 2023:
- Aprovar a Convenção: “A aprovação da Convenção Internacional sobre a Proteção dos Direitos de Todos os Trabalhadores Migrantes e Membros da Suas Famílias.” (órgão proponente: MNE/DGAPE)
- Solicitar autorização parlamentar: “A solicitação de autorização à Assembleia da República para a ratificação … através da apresentação de um Projeto de Resolução.” (órgão: Assembleia da República)
- Após a autorização parlamentar: “A realização dos trâmites necessários para a assinatura do instrumento de ratificação pelo Senhor Presidente da República, assim que obtida a autorização parlamentar.” (órgão: Presidente da República)
- Depósito internacional: “A comunicação do aviso de depósito do instrumento de ratificação junto das Nações Unidas, após a conclusão dos procedimentos legais.” (órgão: Secretariado das Nações Unidas)
- Publicação: Remessa do despacho para o Diário da República “a fim de garantir a publicidade e o conhecimento público” (órgão: Diário da República)

Citação útil do despacho: “2. A solicitação de autorização à Assembleia da República… 3. …assinatura do instrumento de ratificação pelo Senhor Presidente da República… 4. A comunicação do aviso de depósito… junto das Nações Unidas.” Fonte: C:\Users\Francisco Azeredo\Downloads\gerador_documentos_gpt_azure (1)\gerador_documentos_gpt_azure\documentos_gerados\documento_688_100.1003.docx","O despacho determina: 1) Aprovar a Convenção. 2) Solicitar à Assembleia da República a autorização para a ratificação, mediante a apresentação de um Projeto de Resolução. 3) Após a autorização parlamentar, realizar os trâmites para a assinatura do instrumento de ratificação pelo Senhor Presidente da República. 4) Comunicar o aviso de depósito do instrumento de ratificação junto das Nações Unidas, após concluídos os procedimentos legais. Adicionalmente, remeter o despacho para publicação no Diário da República para garantir a publicidade do ato.",True,False,False,0.8301886792452831,0.2966101694915254,0.49367088149975963,0.7272727272727273,0.35329341317365265,0.7293409705162048
documento_417_100.20.400.docx,"FINAL ANSWER: Segundo o Parecer Técnico (Documento Gerado #417), a obrigação do artigo 3.º, alínea b, da Norma Técnica N.º 45/2023 (triagem de resíduos na fonte) “deve ser interpretado como uma ação obrigatória e não meramente recomendativa”, visando reduzir a quantidade de resíduos enviados a aterro. Foram recomendadas: 
- campanhas de sensibilização junto da população; 
- reforço da capacitação das equipas de fiscalização para garantir a correta aplicação da norma. 
Fonte: C:\Users\Francisco Azeredo\Downloads\gerador_documentos_gpt_azure (1)\gerador_documentos_gpt_azure\documentos_gerados\documento_417_100.20.400.docx 
Trecho: “O artigo 3.º, alínea b, … deve ser interpretado como uma ação obrigatória e não meramente recomendativa… Recomenda-se … campanhas de sensibilização … [e] o fortalecimento da capacitação das equipes responsáveis pela fiscalização.”","A obrigação de triagem dos resíduos na fonte, prevista no artigo 3.º, alínea b, deve ser interpretada como ação obrigatória, e não meramente recomendativa, visando reduzir a quantidade de resíduos destinados a aterros sanitários. Para apoiar sua implementação, o parecer recomenda realizar campanhas de sensibilização junto à população sobre a importância da triagem e fortalecer a capacitação das equipes responsáveis pela fiscalização, a fim de garantir a correta aplicação da norma.",True,False,False,0.7288135593220338,0.2876712328767123,0.4356435595333791,0.65,0.3156113168361945,0.8100099563598633
