question,gold_answer,generated_answer,expected_file,retrieved_files,retrieved_context,latency_s,exact,substring,token_recall,jaccard,rouge1_f,overlap,bleu,bert_cos,context_exact,context_substring,context_token_recall,context_jaccard,context_rouge1_f,context_overlap,context_bleu,correct_doc_retrieved,retrieval_rank
"Segundo a comunicação de 15/10/2023 da Direcção-Geral da Administração da Justiça, qual foi a norma declarada inconstitucional (artigo e lei), em que Acórdão do Tribunal Constitucional (número e data) essa decisão se baseou, onde foi publicada (série, número e data do Diário da República) e o que o despacho determina quanto à notificação e divulgação da decisão?","Foi declarada inconstitucional a norma do artigo 45.º, n.º 2, da Lei n.º 45/2020, de 30 de Junho. A decisão baseou-se no Acórdão n.º 123/2023, datado de 10 de Outubro de 2023. A publicação ocorreu no Diário da República, 1.ª série, n.º 198, de 14 de Outubro de 2023. O despacho determina: (1) notificar os órgãos competentes e demais entidades relevantes; e (2) divulgar a comunicação nos canais oficiais da Direcção-Geral da Administração da Justiça e enviá-la aos serviços de informação ao público para ampla divulgação.","A norma declarada inconstitucional foi o artigo 5º do Decreto-Lei n.º 123/2020, de 15 de Junho. A decisão se baseou no Acórdão n.º 345/2023, datado de 10 de Outubro de 2023, do Tribunal Constitucional.

A decisão foi publicada no Diário da República em Série I de 16 de Outubro de 2023 (n.º 214).

O despacho determina a imediata notificação dos órgãos competentes e serviços envolvidos para cessarem a aplicação do artigo declarado inconstitucional, com divulgação deste despacho no Diário da República.

As entidades notificadas devem apresentar relatórios sobre as medidas adotadas em 30 dias após a publicação.",documento_115_100.10.003.docx,C:\Users\Francisco Azeredo\Downloads\gerador_documentos_gpt_azure (1)\gerador_documentos_gpt_azure\documentos_gerados\documento_412_100.10.003.docx,Documento Gerado #412 **GOVERNO DA REPÚBLICA** **MINISTÉRIO DA JUSTIÇA** **DIRECÇÃO-GERAL DA ADMINISTRAÇÃO DA JUSTIÇA** **DE:** Direcção-Geral da Administração da Justiça **ASSUNTO:** Comunicação de Decisão do Tribunal Constitucional **DATA:** 15 de Outubro de 2023 --- **INFORMAÇÃO** Nos termos do d...,14.043266799999401,False,False,0.5909090909090909,0.17105263157894737,0.30107526478899294,0.7333333333333333,0.009635151198638075,0.7017825841903687,,,,,,,,False,-1
"No documento de 15 de outubro de 2023, qual é a data do parecer do MNE e qual a sua conclusão sobre encargos financeiros, e que lei é indicada como reguladora do processo de aprovação de tratados internacionais a seguir?","O parecer do MNE é datado de 5 de outubro de 2023 e conclui que a adesão não gera encargos financeiros significativos. O processo deve seguir a Lei n.º 43/2006, de 25 de agosto.","O documento fornecido não contém informações sobre o parecer do MNE, encargos financeiros ou leis relacionadas a tratados internacionais. O texto trata da emissão de notas de débito para serviços de consultoria financeira realizados entre janeiro e março de 2024.",documento_686_100.1003.docx,C:\Users\Francisco Azeredo\Downloads\gerador_documentos_gpt_azure (1)\gerador_documentos_gpt_azure\documentos_gerados\documento_324_100.10.02.docx,"Documento Gerado #324 **DE:** Direção Financeira **ASSUNTO:** Emissão de Notas de Débito **DATA:** 15 de março de 2024 --- **INFORMAÇÃO:** Nos termos da legislação aplicável e do regulamento interno da nossa entidade, informamos que, em decorrência da prestação de serviços de consultoria financeira ...",5.545934699999634,False,False,0.3333333333333333,0.1794871794871795,0.2916666618836806,0.3888888888888889,0.032362345734569,0.7242463231086731,,,,,,,,False,-1
"Segundo o despacho deste documento, onde o Regulamento Interno do Centro Cultural de Exemplo deve ser publicado e qual é o objetivo dessa divulgação?","Deve ser publicado no Diário da Câmara Municipal e divulgado em todos os meios disponíveis, com o objetivo de garantir o conhecimento e a adesão por parte da população.",O Regulamento Interno do Centro Cultural Municipal de Exemplo deve ser publicado no Diário Oficial do Município e divulgado nos canais de comunicação da entidade. O objetivo dessa divulgação é garantir o amplo conhecimento por parte da população e dos colaboradores do Centro Cultural sobre as normas estabelecidas.,documento_423_100.APR.asdf.docx,C:\Users\Francisco Azeredo\Downloads\gerador_documentos_gpt_azure (1)\gerador_documentos_gpt_azure\documentos_gerados\documento_207_100.APR.docx,Documento Gerado #207 **GOVERNO MUNICIPAL DE EXEMPLO** **DIREÇÃO DE ADMINISTRAÇÃO PÚBLICA** **DEPARTAMENTO DE GESTÃO DOCUMENTAL** **Nº 045/2023** **ASSUNTO:** Aprovação do Projeto de Regulamento Interno do Centro Cultural Municipal **DATA:** 15 de outubro de 2023 **INFORMAÇÃO:** No âmbito da reestru...,14.957141799968667,False,False,0.6538461538461539,0.2894736842105263,0.3673469337942524,0.4782608695652174,0.15472693621692785,0.704616367816925,,,,,,,,False,-1
"Conforme o Despacho do Documento Gerado #502, qual é o prazo — e a partir de que data — para a entrega do documento final de orientações sobre a Norma Técnica nº 123/2023, e que instruções foram dadas sobre o início dos trabalhos e a consideração de contribuições durante a elaboração?","O prazo é de 30 dias, a contar de 15 de Outubro de 2023. Foi determinado que a equipe técnica inicie os trabalhos imediatamente e que sejam consideradas todas as sugestões e consultas realizadas durante o processo de elaboração.","O prazo para a entrega do documento final é de 30 dias a contar da data deste despacho, que é 15 de Outubro de 2023. Os trabalhos devem ser iniciados imediatamente e todas as sugestões e consultas recebidas durante o processo de elaboração deverão ser consideradas.",documento_502_100.20.400.docx,C:\Users\Francisco Azeredo\Downloads\gerador_documentos_gpt_azure (1)\gerador_documentos_gpt_azure\documentos_gerados\documento_502_100.20.400.docx,Documento Gerado #502 **MINISTÉRIO DO TRABALHO E SEGURANÇA SOCIAL** **DIREÇÃO-GERAL DO TRABALHO** **DE:** Direção de Normas e Regulamentação **ASSUNTO:** Produção de Orientações sobre a Norma Técnica nº 123/2023 **DATA:** 15 de Outubro de 2023 **INFORMAÇÃO:** No âmbito das atribuições da Direção de ...,15.0272783000255,False,False,0.7741935483870968,0.3157894736842105,0.5098039168935027,0.631578947368421,0.14109057975470277,0.7518166899681091,,,,,,,,True,0
"Segundo o despacho do Documento Gerado #813, onde e quando acontecerá a sessão de discussão pública do projeto de lei e qual será o passo seguinte após a recepção dos contributos?","A sessão de discussão pública ocorrerá no dia 5 de abril de 2023, nas instalações da Direção-Geral da Legislação. Após a recepção dos contributos e eventuais sugestões, o projeto de lei será revisto e reencaminhado para votação na próxima sessão legislativa da Assembleia da República.","A sessão de discussão pública do projeto de lei será realizada no dia 5 de abril de 2023, nas instalações da Direção-Geral da Legislação. Após a recepção dos contributos e sugestões, o projeto de lei será revisto e reencaminhado para votação na próxima sessão legislativa da Assembleia da República.",documento_813_100.10.001.docx,C:\Users\Francisco Azeredo\Downloads\gerador_documentos_gpt_azure (1)\gerador_documentos_gpt_azure\documentos_gerados\documento_813_100.10.001.docx,Documento Gerado #813 **GOVERNO DA REPÚBLICA** **MINISTÉRIO DA JUSTIÇA** **DIREÇÃO-GERAL DA LEGISLAÇÃO** **DE**: Direção-Geral da Legislação **ASSUNTO**: Proposta de Lei para a Criação da Agência Nacional de Proteção de Dados Pessoais **DATA**: 15 de março de 2023 **INFORMAÇÃO**: No âmbito da inicia...,11.208154699997976,False,False,0.9459459459459459,0.6388888888888888,0.766666661938889,1.0,0.4189374238203537,0.8631846904754639,,,,,,,,True,0
"De acordo com o Documento Gerado #997 (25 de outubro de 2023) sobre a aplicação do Decreto‑Lei n.º 123/2023, onde estão disponíveis os esquemas sintetizadores e qual é a consequência prevista para os serviços que não cumprirem as orientações?",Os esquemas sintetizadores estão disponíveis no portal institucional da Direção-Geral de Normas e Regulamentações. O não cumprimento das orientações pode resultar em responsabilidades administrativas.,"O Documento Gerado #817 não contém informações sobre esquemas sintetizadores nem detalha as consequências para os serviços que não cumprirem as orientações. Este parecer técnico-jurídico foca na interpretação e aplicação do Decreto-Lei n.º 123/2023, sem mencionar tais aspectos.",documento_997_100.20.200.docx,C:\Users\Francisco Azeredo\Downloads\gerador_documentos_gpt_azure (1)\gerador_documentos_gpt_azure\documentos_gerados\documento_817_100.20.001.docx,Documento Gerado #817 **GOVERNO DA REPÚBLICA** **MINISTÉRIO DA JUSTIÇA** **DIREÇÃO-GERAL DOS ASSUNTOS JURÍDICOS** **Ref. : 1234/2023** **Data: 15 de outubro de 2023** **ASSUNTO:** Parecer técnico-jurídico sobre a interpretação do Decreto-Lei n.º 123/2023 **A:** Direção de Serviços de Legislação **De...,18.302436899975874,False,False,0.28,0.1282051282051282,0.22727272231404969,0.25,0.021093798424159076,0.6634551882743835,,,,,,,,False,-1
"Na Nota de Débito nº 2023/045, a taxa de ocupação de espaço público se refere a qual mês, qual é o valor a pagar e qual o número da autorização vinculada?","Refere-se ao mês de setembro de 2023, no valor de R$ 1.500,00, vinculada à autorização nº 2023/784.","A nota de débito nº 2023/045 se refere ao mês de setembro de 2023, com o valor a pagar de R$ 1.500,00, vinculado à autorização nº 2023/784 emitida pelo Departamento de Finanças da Câmara Municipal de São Paulo.",documento_804_100.10.02.docx,C:\Users\Francisco Azeredo\Downloads\gerador_documentos_gpt_azure (1)\gerador_documentos_gpt_azure\documentos_gerados\documento_804_100.10.02.docx,"Documento Gerado #804 **DE:** Departamento de Finanças **ASSUNTO:** Emissão de Nota de Débito nº 2023/045 **DATA:** 10 de outubro de 2023 **INFORMAÇÃO:** Nos termos das disposições legais aplicáveis e considerando a necessidade de regularização de pendências financeiras, a presente nota de débito é ...",6.367064999998547,False,False,0.8888888888888888,0.3142857142857143,0.5306122404997917,0.7333333333333333,0.1856844883317055,0.7614312767982483,,,,,,,,True,0
"Segundo o Parecer Técnico-Jurídico da Direção Jurídica, datado de 15 de outubro de 2023, quem solicitou o esclarecimento, a quem se aplica o Decreto-Lei n.º 123/2023 e quais são as exceções ao acesso previstas no artigo 5.º e como devem ser interpretadas?","O pedido foi apresentado pela Comissão de Acesso aos Documentos Administrativos (CADA). O Decreto-Lei n.º 123/2023 aplica-se a todos os órgãos e entidades da Administração Pública, incluindo as entidades reguladoras nas suas funções de supervisão e fiscalização, abrangendo como ‘informação pública’ todos os documentos elaborados ou recebidos no exercício das suas funções. O artigo 5.º prevê exceções relativas à proteção de dados pessoais e à defesa da segurança nacional, que devem ser interpretadas de forma restritiva, para não comprometer o princípio da transparência.","A solicitação foi feita pela Direção-Geral da Administração Pública, o Decreto-Lei n.º 57/2023 se aplica aos órgãos da administração direta e indireta. As exceções ao acesso à informação previstas no artigo 5º devem ser interpretadas com cautela, evitando restrições excessivas e justificando-se em cada caso concreto, garantindo o respeito aos direitos dos cidadãos à proteção de dados pessoais.",documento_199_100.20.001.docx,C:\Users\Francisco Azeredo\Downloads\gerador_documentos_gpt_azure (1)\gerador_documentos_gpt_azure\documentos_gerados\documento_280_100.20.001.docx,"Documento Gerado #280 **MINISTÉRIO DA JUSTIÇA** **DEPARTAMENTO DE CONSULTA JURÍDICA** **NÚMERO DO DOCUMENTO:** 2023/JC-045 **DATA:** 15 de Outubro de 2023 **ASSUNTO:** Parecer Técnico-Jurídico sobre a Interpretação do Decreto-Lei n.º 57/2023, de 15 de Julho **DESTINATÁRIO:** Direção-Geral da Adminis...",6.473629199957941,False,False,0.463768115942029,0.1724137931034483,0.2692307647651628,0.6,0.03093615865413733,0.6581253409385681,,,,,,,,False,-1
"Para o imóvel localizado na Rua da Conceição, nº 32, Lisboa: quem é o proprietário registado; qual o número e a data do registo; em que data foi formalizada a transação de compra e venda; que anexos constam do processo e com base em que artigo do Código do Registo Predial; e, para eventual atualização do registo, quem está autorizado a requerê-la?","O imóvel está registado em nome do Sr. Paulo Ferreira, sob o número de registo 123456789, datado de 15 de Março de 2015. A transação de compra e venda foi formalizada em 12 de Fevereiro de 2015. Consta como anexos a certidão de teor e a planta do imóvel, conforme o artigo 123 do Código do Registo Predial. Qualquer alteração ou atualização ao registo deve ser solicitada diretamente pelo proprietário ou mediante procuração específica, devidamente autenticada.","Proprietário registado: Sr. Paulo Ferreira  
Número e data do registo: 123456789, 15 de Março de 2015  
Data da transação de compra e venda: 12 de Fevereiro de 2015  
Anexos: Certidão de teor e planta do imóvel (artigo 123 do Código do Registo Predial)  
Autorizado a requerer atualização do registo: Proprietário ou por meio de procuração específica, devidamente autenticada.",documento_250_100.10.5.docx,C:\Users\Francisco Azeredo\Downloads\gerador_documentos_gpt_azure (1)\gerador_documentos_gpt_azure\documentos_gerados\documento_250_100.10.5.docx,Documento Gerado #250 **GOVERNO DA REPÚBLICA** **MINISTÉRIO DA JUSTIÇA** **DIREÇÃO-GERAL DOS REGISTOS E DO NOTARIADO** **DE:** Direção-Geral dos Registos e do Notariado **ASSUNTO:** Solicitação de Informação sobre Registo de Propriedade **DATA:** 15 de Outubro de 2023 --- **À** **Câmara Municipal de...,12.23675069998717,False,False,0.6363636363636364,0.4,0.5098039166916571,0.6666666666666666,0.2155596550275097,0.9096218347549438,,,,,,,,True,0
"No documento do Departamento de Educação Superior sobre o 2º ciclo de estudos 2023/2024, qual foi a data-limite de submissão das candidaturas, quantas foram recebidas e quantas consideradas elegíveis, quais os critérios de avaliação utilizados e quem foram os candidatos aprovados com os respetivos mestrados?","Data-limite de submissão: 28 de fevereiro de 2023.
Candidaturas recebidas: 150.
Candidaturas elegíveis: 120.
Critérios de avaliação: (1) Cumprimento dos requisitos académicos mínimos para acesso ao 2º ciclo de estudos; (2) Qualidade do projeto de investigação apresentado; (3) Relevância da experiência prévia na área de estudo.
Candidatos aprovados: Maria Silva – Mestrado em Biologia Molecular; João Pereira – Mestrado em Gestão de Projetos; Ana Costa – Mestrado em Psicologia Clínica; Luís Almeida – Mestrado em Engenharia Informática; Sofia Martins – Mestrado em Educação e Ensino.","Data-limite de submissão: 31 de Outubro de 2023

Total de candidaturas recebidas: 500

Total de candidaturas consideradas válidas: 450

Critérios de avaliação utilizados: Avaliação do curriculum académico, carta de motivação e cartas de recomendação.

Número de candidatos aprovados: 300

Número de candidatos reprovados: 150

Candidatos em lista de espera: 50",documento_486_100.10.01.02.docx,C:\Users\Francisco Azeredo\Downloads\gerador_documentos_gpt_azure (1)\gerador_documentos_gpt_azure\documentos_gerados\documento_401_100.10.01.02.docx,Documento Gerado #401 **GOVERNO DA REPÚBLICA PORTUGUESA** **MINISTÉRIO DA EDUCAÇÃO** **DIREÇÃO-GERAL DA EDUCAÇÃO** **DE:** Direção de Apoio ao Ensino Superior **ASSUNTO:** Análise de Candidaturas ao 2º Ciclo de Estudos **DATA:** 15 de Novembro de 2023 --- **INFORMAÇÃO** No âmbito do processo de sele...,11.909854699973948,False,False,0.23076923076923078,0.09876543209876543,0.1777777737654322,0.36363636363636365,0.010926401081789888,0.745366096496582,,,,,,,,False,-1
